Doc,Company,Year,Text
Doc1502,intuit ,2003," But we aren??t resting on our laurels. As we enter our 21st year, we??re more committed than ever to making Intuit the best it can be.We??re pleased with the progress we??ve made, but believe the best is yet to come. "
Doc1503,microsoft ,1995,"in 1975, Paul Allen and I founded the first microcomputer software company Microsoft. Looking back over the last 20 years, our vision of a PC using great software as an empowering tool for everyone, coupled with our values of innovation, listening to customers, and taking a long-term approach in everything have been key to Microsoft's success. We have taken a number of risks over the years with products such as Microsoft Excel, Word, MSDOS, Windows, Windows NT, Macintosh applications, and CD-ROM software. Looking forward, we are pursuing the same vision with the same values. We will continue to take risks with future updates to our current products and with new products targeted to customers ranging from the enterprise user to the home user. "
Doc1504,microsoft ,1995," We are celebrating our 20th anniversary with the release of Microsoft Windows 95, the latest update to our popular Windows operating environment. More than just a technical achievement, Windows 95 and the related products, including Microsoft Office for Windows 95 and The Microsoft Network, represent a companywide accomplishment that required an extraordinary level of commitment and coordination challenging our marketing, manufacturing, sales, and support organizations. "
Doc1505,microsoft ,1995," The largest launch in the history of the PC business, Windows 95 also launches the personal computer in a new role as a platform for the Internet and the world of interactive networks. The continued advances in hardware and communications technology will allow PC software to change the way we work, learn, and play. The merging of computing and communications technologies will give our customers access to a wide range of information and multimedia services. We see more opportunities now for great software than at any time in our history. "
Doc1506,microsoft ,1995," With the help of our partners and the great work of our employees, we have come along way. This annual report offers a chance to review our recent accomplishments, as well as an opportunity to consider our future challenges. "
Doc1507,microsoft ,1996,We had a huge effect on the Internet. And it had a huge effect on us. 
Doc1508,microsoft ,1996," During Microsoft's 21-year history, the pace of innovation has been quite rapid. This past year stands out both for the exciting new products and the broad recognition that computers will revolutionize communications. Windows?? 95 was launched, and 40 million people were introduced to its benefits: ease of use, 32-bit applications, and increased productivity. Windows NT?? established phenomenal sales momentum and gained widespread acceptance as the foundation for the enterprise market and a new generation of corporate intranets and Web servers. "
Doc1509,microsoft ,1996," The Internet came of age, and Microsoft embraced the opportunity by enhancing its entire range of products and services to create the best Web experience for everyone from the casual Web surfer to the corporate IT manager. Microsoft is betting that over the next decade Internet use will grow dramatically. Next year research and development spending, broadly defined, will grow to more than $2 billion, at a growth rate faster than sales. Our R&D is driven by customer feedback and our belief that there are many breakthroughs in software that we can achieve by taking a long-term approach. "
Doc1510,microsoft ,1996," In our dialog with the financial community, we go out of our way to point out the challenges of maintaining or increasing our profitability. This conservatism is part of our culture. Despite this, we feel the prospects for our business over the next decade are very strong. "
Doc1511,microsoft ,1996," I want to thank our employees, customers, partners, and shareholders for all of their support in building Microsoft. "
Doc1512,microsoft ,1997,"1997 was an outstanding year. Our customers were asking for Microsoft to build products that allowed them to get business benefit out of the Internet, and we delivered. Across the board, with productivity applications, tools, desktop systems, and server products, we are gaining significant momentum. Like any time in our 23-year history we have great opportunities but face a number of threats. "
